n: 12
g: 3
nswaps: 7
a:
[
 0 667 414 377 667 653 399 481 108 634 430 19
 333 0 429 338 585 142 337 95 0 228 324 11
 586 571 0 412 468 374 575 324 230 344 333 105
 623 662 588 0 762 587 393 375 103 656 577 44
 333 415 532 238 0 110 325 45 0 129 220 2
 347 858 626 413 890 0 366 294 4 402 375 108
 601 663 425 607 675 634 0 425 283 666 663 237
 519 905 676 625 955 706 575 0 51 585 390 53
 892 1000 770 897 1000 996 717 949 0 884 923 480
 366 772 656 344 871 598 334 415 116 0 546 301
 570 676 667 423 780 625 337 610 77 454 0 251
 981 989 895 956 998 892 763 947 520 699 749 0
]
