n: 12
g: 4
nswaps: 1
a:
[
 0 771 522 750 475 750 750 737 284 750 978 476
 229 0 20 266 0 250 250 23 0 500 728 0
 478 980 0 720 20 500 500 517 224 500 750 292
 250 734 280 0 0 279 250 224 0 519 724 0
 525 1000 980 1000 0 778 750 763 708 977 750 750
 250 750 500 721 222 0 273 250 21 984 500 271
 250 750 500 750 250 727 0 480 30 979 537 500
 263 977 483 776 237 750 520 0 250 750 750 473
 716 1000 776 1000 292 979 970 750 0 1000 1000 973
 250 500 500 481 23 16 21 250 0 0 263 228
 22 272 250 276 250 500 463 250 0 737 0 23
 524 1000 708 1000 250 729 500 527 27 772 977 0
]
