n: 12
g: 3
nswaps: 4
a:
[
 0 714 570 708 692 605 182 714 714 435 937 315
 286 0 287 429 420 293 429 927 698 266 452 292
 430 713 0 533 936 601 208 715 714 77 965 426
 292 571 467 0 648 545 113 582 571 122 879 227
 308 580 64 352 0 54 158 707 669 0 544 380
 395 707 399 455 946 0 366 768 718 26 852 427
 818 571 792 887 842 634 0 580 571 566 864 717
 286 73 285 418 293 232 420 0 172 63 391 288
 286 302 286 429 331 282 429 828 0 221 427 317
 565 734 923 878 1000 974 434 937 779 0 1000 468
 63 548 35 121 456 148 136 609 573 0 0 14
 685 708 574 773 620 573 283 712 683 532 986 0
]
