n: 12
g: 2
nswaps: 4
a:
[
 0 753 686 972 629 667 667 667 499 924 664 668
 247 0 727 999 34 632 667 667 6 832 153 680
 314 273 0 853 0 144 667 662 0 372 17 697
 28 1 147 0 0 30 661 625 0 89 0 527
 371 966 1000 1000 0 1000 974 923 467 997 846 1000
 333 368 856 970 0 0 680 671 79 486 272 975
 333 333 333 339 26 320 0 252 264 333 330 375
 333 333 338 375 77 329 748 0 310 333 333 486
 501 994 1000 1000 533 921 736 690 0 1000 950 999
 76 168 628 911 3 514 667 667 0 0 38 667
 336 847 983 1000 154 728 670 667 50 962 0 930
 332 320 303 473 0 25 625 514 1 333 70 0
]
