n: 12
g: 2
nswaps: 1
a:
[
 0 948 537 1000 951 500 1000 1000 500 1000 1000 1000
 52 0 500 1000 500 500 958 500 500 500 445 544
 463 500 0 500 500 501 500 500 0 500 500 534
 0 0 500 0 0 500 32 34 0 0 0 451
 49 500 500 1000 0 500 1000 1000 467 945 543 1000
 500 500 499 500 500 0 500 500 49 500 500 500
 0 42 500 968 0 500 0 450 0 48 0 500
 0 500 500 966 0 500 550 0 0 45 459 1000
 500 500 1000 1000 533 951 1000 1000 0 948 500 1000
 0 500 500 1000 55 500 952 955 52 0 500 1000
 0 555 500 1000 457 500 1000 541 500 500 0 945
 0 456 466 549 0 500 500 0 0 0 55 0
]
