n: 24
g: 2
nswaps: 14
a:
[
 0 500 179 443 502 500 359 494 332 15 6 1 500 500 0 0 500 119 497 0 566 500 505 0
 500 0 500 478 500 51 0 14 500 381 132 0 781 11 0 496 5 0 0 0 638 40 503 0
 821 500 0 493 545 500 480 500 432 144 60 20 500 500 0 6 500 368 500 0 643 500 516 0
 557 522 507 0 852 500 128 458 500 45 4 0 620 500 0 338 498 21 484 0 996 500 932 0
 498 500 455 148 0 497 51 373 493 0 0 0 505 500 0 37 486 4 437 0 862 500 624 0
 500 949 500 500 503 0 0 137 500 482 359 0 997 463 0 499 200 2 78 0 994 488 885 0
 641 1000 520 872 949 1000 0 988 500 503 501 169 1000 998 486 500 1000 548 992 367 1000 1000 1000 446
 506 986 500 542 627 863 12 0 500 497 452 0 999 500 0 500 609 16 421 0 1000 506 998 0
 668 500 568 500 507 500 500 500 0 500 496 479 500 500 61 433 500 500 500 353 525 500 500 126
 985 619 856 955 1000 518 497 503 500 0 180 50 875 500 0 489 501 450 501 3 1000 500 995 0
 994 868 940 996 1000 641 499 548 504 820 0 133 984 500 1 551 518 488 504 17 1000 500 1000 1
 999 1000 980 1000 1000 1000 831 1000 521 950 867 0 1000 998 489 628 1000 997 1000 480 1000 1000 1000 482
 500 219 500 380 495 3 0 1 500 125 16 0 0 7 0 440 0 0 0 0 562 16 490 0
 500 989 500 500 500 537 2 500 500 500 500 2 993 0 136 500 512 437 483 17 953 739 621 48
 1000 1000 1000 1000 1000 1000 514 1000 939 1000 999 511 1000 864 0 994 999 980 995 548 1000 939 1000 484
 1000 504 994 662 963 501 500 500 567 511 449 372 560 500 6 0 500 500 500 123 990 500 863 12
 500 995 500 502 514 800 0 391 500 499 482 0 1000 488 1 500 0 45 274 0 999 510 937 0
 881 1000 632 979 996 998 452 984 500 550 512 3 1000 563 20 500 955 0 875 0 1000 640 1000 6
 503 1000 500 516 563 922 8 579 500 499 496 0 1000 517 5 500 726 125 0 0 1000 562 991 0
 1000 1000 1000 1000 1000 1000 633 1000 647 997 983 520 1000 983 452 877 1000 1000 1000 0 1000 995 1000 424
 434 362 357 4 138 6 0 0 475 0 0 0 438 47 0 10 1 0 0 0 0 131 62 0
 500 960 500 500 500 512 0 494 500 500 500 0 984 261 61 500 490 360 438 5 869 0 550 19
 495 497 484 68 376 115 0 2 500 5 0 0 510 379 0 137 63 0 9 0 938 450 0 0
 1000 1000 1000 1000 1000 1000 554 1000 874 1000 999 518 1000 952 516 988 1000 994 1000 576 1000 981 1000 0
]
