n: 12
g: 2
nswaps: 7
a:
[
 0 857 972 945 999 571 510 982 1000 834 550 1000
 143 0 486 851 517 68 4 504 641 498 386 943
 28 514 0 566 799 142 350 622 985 502 500 984
 55 149 434 0 478 19 0 362 504 496 80 662
 1 483 201 522 0 10 123 395 903 379 496 951
 429 932 858 981 990 0 493 987 999 640 644 1000
 490 996 650 1000 877 507 0 928 988 528 867 1000
 18 496 378 638 605 13 72 0 866 479 481 995
 0 359 15 496 97 1 12 134 0 81 449 657
 166 502 498 504 621 360 472 521 919 0 500 852
 450 614 500 920 504 356 133 519 551 500 0 864
 0 57 16 338 49 0 0 5 343 148 136 0
]
