n: 12
g: 4
nswaps: 7
a:
[
 0 802 503 705 861 615 650 836 606 600 619 703
 198 0 131 259 394 299 294 388 142 130 159 179
 497 869 0 997 968 990 471 818 910 805 887 985
 295 741 3 0 283 457 266 278 32 14 351 319
 139 606 32 717 0 712 96 215 234 216 533 557
 385 701 10 543 288 0 282 329 183 39 312 377
 350 706 529 734 904 718 0 877 709 660 640 679
 164 612 182 722 785 671 123 0 525 489 538 666
 394 858 90 968 766 817 291 475 0 463 792 906
 400 870 195 986 784 961 340 511 537 0 841 882
 381 841 113 649 467 688 360 462 208 159 0 492
 297 821 15 681 443 623 321 334 94 118 508 0
]
