n: 12
g: 3
nswaps: 1
a:
[
 0 333 333 333 333 0 309 333 300 31 399 333
 667 0 360 333 625 306 334 667 667 26 981 357
 667 640 0 666 972 333 356 666 333 333 1000 666
 667 667 334 0 661 667 334 1000 667 368 974 671
 667 375 28 339 0 312 0 666 333 333 969 333
 1000 694 667 333 688 0 667 969 941 666 1000 333
 691 666 644 666 1000 333 0 704 333 333 1000 637
 667 333 334 0 334 31 296 0 365 305 693 304
 700 333 667 333 667 59 667 635 0 298 667 333
 969 974 667 632 667 334 667 695 702 0 1000 667
 601 19 0 26 31 0 0 307 333 0 0 333
 667 643 334 329 667 667 363 696 667 333 667 0
]
