n: 12
g: 2
nswaps: 1
a:
[
 0 0 333 34 387 315 941 333 333 333 0 0
 1000 0 1000 1000 1000 1000 1000 938 410 1000 301 333
 667 0 0 609 1000 667 1000 0 307 100 0 0
 966 0 391 0 1000 948 1000 333 333 333 0 31
 613 0 0 0 0 63 974 0 25 0 0 0
 685 0 333 52 937 0 1000 294 333 333 0 0
 59 0 0 0 26 0 0 0 0 0 0 0
 667 62 1000 667 1000 706 1000 0 333 913 0 0
 667 590 693 667 975 667 1000 667 0 667 60 0
 667 0 900 667 1000 667 1000 87 333 0 0 0
 1000 699 1000 1000 1000 1000 1000 1000 940 1000 0 364
 1000 667 1000 969 1000 1000 1000 1000 1000 1000 636 0
]
