n: 24
g: 2
nswaps: 28
a:
[
 0 964 1000 1000 991 511 1000 519 679 1000 662 503 825 1000 534 883 994 501 918 590 828 1000 950 479
 36 0 825 543 414 500 870 496 42 505 500 500 500 646 500 161 500 500 482 459 78 594 500 321
 0 175 0 48 0 0 296 0 4 45 6 453 153 79 402 0 0 470 0 0 0 385 89 0
 0 457 952 0 88 100 491 3 148 373 154 500 443 430 499 3 28 500 0 0 12 822 407 0
 9 586 1000 912 0 499 950 483 320 656 500 500 500 977 500 63 552 500 400 340 107 959 509 145
 489 500 1000 900 501 0 516 394 500 958 820 670 989 675 919 500 591 618 505 459 500 1000 982 56
 0 130 704 509 50 484 0 339 2 500 493 500 500 499 500 0 410 500 163 91 1 521 500 13
 481 504 1000 997 517 606 661 0 500 998 939 590 991 914 840 500 842 544 596 447 500 1000 998 34
 321 958 996 852 680 500 998 500 0 605 500 500 500 953 500 439 524 500 501 500 433 920 505 491
 0 495 955 627 344 42 500 2 395 0 90 498 399 514 493 37 106 500 5 0 139 965 350 0
 338 500 994 846 500 180 507 61 500 910 0 506 883 590 582 493 543 502 460 149 500 997 938 0
 497 500 547 500 500 330 500 410 500 502 494 0 518 500 635 500 500 485 499 484 500 597 506 96
 175 500 847 557 500 11 500 9 500 601 117 482 0 503 476 462 487 489 342 37 493 907 576 0
 0 354 921 570 23 325 501 86 47 486 410 500 497 0 500 0 162 500 19 6 5 682 494 1
 466 500 598 501 500 81 500 160 500 507 418 365 524 500 0 500 500 401 490 335 500 658 519 8
 117 839 1000 997 937 500 1000 500 561 963 507 500 538 1000 500 0 853 500 580 482 552 1000 653 400
 6 500 1000 972 448 409 590 158 476 894 457 500 513 838 500 147 0 500 76 19 303 994 591 4
 499 500 530 500 500 382 500 456 500 500 498 515 511 500 599 500 500 0 500 492 500 560 503 169
 82 518 1000 1000 600 495 837 404 499 995 540 501 658 981 510 420 924 500 0 185 481 1000 824 37
 410 541 1000 1000 660 541 909 553 500 1000 851 516 963 994 665 518 981 508 815 0 503 1000 997 94
 172 922 1000 988 893 500 999 500 567 861 500 500 507 995 500 448 697 500 519 497 0 995 551 449
 0 406 615 178 41 0 479 0 80 35 3 403 93 318 342 0 6 440 0 0 5 0 46 0
 50 500 911 593 491 18 500 2 495 650 62 494 424 506 481 347 409 497 176 3 449 954 0 0
 521 679 1000 1000 855 944 987 966 509 1000 1000 904 1000 999 992 600 996 831 963 906 551 1000 1000 0
]
